258616958, 0.739808, -0.056264, 9.108740, -0.000799, -0.020384, -0.011191
258618358, 0.721852, -0.049081, 9.121908, -0.001332, -0.020384, -0.011724
258641925, 0.708684, -0.045490, 9.157822, -0.001332, -0.021051, -0.012524
258655104, 0.737414, -0.033519, 9.165004, -0.000799, -0.020917, -0.013190
258668275, 0.749385, -0.050278, 9.139865, -0.000799, -0.019985, -0.013456
258682365, 0.729034, -0.046687, 9.129091, -0.001199, -0.020384, -0.013190
258695537, 0.726640, -0.038307, 9.127893, -0.000533, -0.019452, -0.012923
258708708, 0.730232, -0.019154, 9.129091, -0.001066, -0.019052, -0.013057
258722790, 0.733823, -0.041899, 9.112331, -0.001199, -0.019985, -0.012524
258735962, 0.739808, -0.011971, 9.124303, -0.000799, -0.019985, -0.012657
258737364, 0.732626, -0.034716, 9.124303, -0.000666, -0.020384, -0.013057
258760922, 0.725443, -0.039504, 9.113528, -0.000799, -0.021051, -0.013856
258774092, 0.725443, -0.037110, 9.133880, -0.000933, -0.021184, -0.014256
258787281, 0.717063, -0.020351, 9.126697, -0.000933, -0.020651, -0.015188
258800441, 0.697910, -0.005986, 9.125500, -0.001066, -0.020384, -0.013989
258813621, 0.724246, -0.015562, 9.125500, -0.001066, -0.019718, -0.013723
258826778, 0.737414, 0.002394, 9.129091, -0.001066, -0.020518, -0.012790
258840876, 0.730232, -0.029928, 9.115923, -0.000666, -0.021717, -0.011724
258854098, 0.752976, -0.034716, 9.114726, -0.001332, -0.021317, -0.011858
258865877, 0.719458, -0.046687, 9.123105, -0.001998, -0.021717, -0.012923
258879064, 0.739808, -0.026336, 9.125500, -0.000933, -0.020917, -0.013989
258892188, 0.705092, -0.050278, 9.135077, -0.000933, -0.019585, -0.013723
258905367, 0.726640, -0.031125, 9.138668, -0.000533, -0.019718, -0.013057
258918574, 0.750582, -0.002394, 9.127893, -0.000400, -0.020917, -0.012524
258931702, 0.751779, -0.017957, 9.139865, -0.000533, -0.021583, -0.012524
258944871, 0.725443, -0.023942, 9.129091, -0.000666, -0.021184, -0.012391
258958096, 0.723049, -0.039504, 9.111135, -0.000666, -0.020251, -0.011858
258969876, 0.713472, -0.047884, 9.120711, -0.000533, -0.020251, -0.013190
258983062, 0.733823, -0.039504, 9.139865, -0.000533, -0.021583, -0.013323
258996185, 0.732626, -0.027533, 9.149442, -0.001332, -0.022116, -0.013989
259009360, 0.729034, -0.056264, 9.126697, -0.000799, -0.021850, -0.013590
259022572, 0.731429, -0.035913, 9.160215, -0.000799, -0.020917, -0.012923
259035704, 0.736217, -0.026336, 9.137470, -0.001332, -0.020384, -0.013323
259048868, 0.729034, -0.034716, 9.149442, -0.001332, -0.021450, -0.012923
259062956, 0.744597, -0.035913, 9.147047, -0.001199, -0.021450, -0.012657
259064369, 0.696713, -0.040701, 9.147047, -0.000799, -0.022383, -0.012524
259087911, 0.712275, -0.033519, 9.127893, -0.000400, -0.022116, -0.013590
259101096, 0.732626, -0.047884, 9.118317, -0.001332, -0.021450, -0.013456
259114265, 0.737414, -0.051475, 9.141062, -0.000933, -0.021450, -0.012790
259127443, 0.739808, -0.039504, 9.132682, -0.000666, -0.019851, -0.012657
259140622, 0.746991, -0.034716, 9.135077, -0.000266, -0.019319, -0.012657
259153794, 0.760159, -0.027533, 9.120711, -0.000666, -0.020651, -0.012524
259166963, 0.758962, -0.028730, 9.123105, -0.000933, -0.021717, -0.012391
259181090, 0.767342, -0.029928, 9.131485, -0.000133, -0.021051, -0.012923
259182443, 0.762553, -0.029928, 9.147047, -0.000933, -0.021317, -0.012923
259206908, 0.737414, -0.045490, 9.129091, -0.000933, -0.020384, -0.012657
259220097, 0.724246, -0.047884, 9.126697, -0.000933, -0.021051, -0.013057
259233271, 0.733823, -0.051475, 9.139865, -0.000799, -0.020917, -0.013323
259246439, 0.762553, -0.044293, 9.133880, -0.000799, -0.019985, -0.014123
259259653, 0.750582, -0.020351, 9.129091, -0.001466, -0.020384, -0.013456
259272791, 0.746991, -0.028730, 9.126697, -0.000799, -0.020651, -0.012657
259285955, 0.727837, -0.038307, 9.083601, -0.001066, -0.020917, -0.013323
259300105, 0.738611, -0.041899, 9.075221, -0.001199, -0.020384, -0.013323
259311868, 0.749385, -0.033519, 9.121908, -0.001066, -0.020518, -0.012923
259325907, 0.720655, -0.029928, 9.135077, -0.000933, -0.019851, -0.013057
259339998, 0.729034, -0.009577, 9.141062, -0.000933, -0.019185, -0.012790
259355131, 0.733823, -0.009577, 9.123105, -0.000799, -0.019185, -0.012790
259367372, 0.748188, -0.020351, 9.130288, -0.001332, -0.019718, -0.013456
259380545, 0.738611, -0.014365, 9.127893, 0.000000, -0.021717, -0.013590
259393718, 0.732626, -0.019154, 9.118317, -0.000666, -0.021317, -0.012657
259406888, 0.708684, -0.010774, 9.114726, -0.001066, -0.020917, -0.013057
259420118, 0.702698, -0.035913, 9.136273, -0.001466, -0.020118, -0.013456
259421458, 0.699107, -0.033519, 9.129091, -0.000799, -0.019052, -0.012790
259444973, 0.731429, -0.029928, 9.121908, -0.001066, -0.019319, -0.013323
259458096, 0.732626, -0.023942, 9.137470, -0.000799, -0.020518, -0.013590
259471282, 0.736217, -0.058658, 9.138668, -0.001466, -0.019718, -0.013323
259484439, 0.748188, -0.046687, 9.131485, -0.001066, -0.020917, -0.013190
259497630, 0.762553, -0.033519, 9.138668, -0.000799, -0.020917, -0.012257
259510801, 0.726640, -0.051475, 9.136273, -0.001332, -0.019585, -0.012257
259524870, 0.732626, -0.043096, 9.163807, -0.000799, -0.019718, -0.011858
259538091, 0.736217, -0.025139, 9.142259, -0.001332, -0.021184, -0.011724
259549868, 0.744597, -0.017957, 9.124303, -0.000666, -0.020251, -0.012790
259563908, 0.744597, -0.031125, 9.121908, -0.001199, -0.019851, -0.012657
259578050, 0.741005, -0.027533, 9.118317, -0.001199, -0.020384, -0.011991
259591168, 0.741005, -0.041899, 9.121908, -0.000666, -0.019718, -0.013590
259604355, 0.750582, -0.023942, 9.106346, -0.000533, -0.019452, -0.012923
259617518, 0.744597, -0.008380, 9.139865, -0.000666, -0.020518, -0.012391
259630687, 0.754174, -0.022745, 9.147047, -0.000400, -0.021450, -0.011458
259643865, 0.732626, -0.026336, 9.133880, 0.000133, -0.022383, -0.011724
259657081, 0.743400, -0.039504, 9.129091, -0.001066, -0.021850, -0.012524
