# line in x
timestamp, encoder0, encoder1, encoder2
373151037, -46, 153142, -151592
373168031, -49, 153136, -151582
373171025, -50, 153133, -151577
373188029, -48, 153104, -151537
373190059, -47, 153101, -151532
373207043, -34, 153058, -151493
373210027, -32, 153053, -151488
373227040, -17, 153027, -151467
373229027, -15, 153025, -151465
373247042, -9, 153010, -151456
373248034, -9, 153009, -151456
373267039, -9, 153000, -151458
373267064, -9, 153000, -151458
373286049, -16, 152996, -151466
373287123, -16, 152996, -151466
373305031, -23, 152996, -151474
373307027, -24, 152996, -151475
373325047, -27, 152996, -151477
373326057, -27, 152996, -151478
373344031, -28, 152996, -151478
373346026, -28, 152996, -151478
373364065, -28, 152996, -151475
373365072, -28, 152996, -151475
373383031, -28, 152996, -151474
373385027, -28, 152996, -151474
373403073, -28, 152996, -151474
373404046, -28, 152996, -151474
373423031, -28, 152996, -151474
373424033, -28, 152996, -151474
373442071, -27, 152995, -151474
373443073, -27, 152995, -151474
373461032, -25, 152995, -151474
373463031, -25, 152995, -151474
373481032, -25, 152995, -151474
373482040, -25, 152995, -151474
373500032, -27, 152995, -151474
373502040, -27, 152995, -151474
373519031, -29, 152995, -151474
373522040, -29, 152995, -151474
373538078, -30, 152995, -151474
373541028, -30, 152995, -151474
373558031, -29, 152995, -151474
373560026, -29, 152995, -151474
373578042, -27, 152995, -151474
373579034, -27, 152995, -151474
373598031, -26, 152995, -151474
373599033, -26, 152995, -151474
373617059, -27, 152995, -151474
373618038, -27, 152995, -151474
373637030, -29, 152995, -151474
373638033, -29, 152995, -151474
373656075, -30, 152995, -151474
373657039, -30, 152995, -151474
373676031, -30, 152995, -151474
373677033, -30, 152995, -151474
373695059, -28, 152995, -151474
373696049, -28, 152995, -151474
373715032, -27, 152995, -151474
373716040, -27, 152995, -151474
373734074, -27, 152995, -151474
373735039, -27, 152995, -151474
373754031, -28, 152995, -151474
373755033, -29, 152995, -151474
373773077, -29, 152995, -151474
373774039, -29, 152995, -151474
373793030, -29, 152995, -151474
373794033, -29, 152995, -151474
373812061, -29, 152995, -151474
373813038, -29, 152995, -151474
373832031, -28, 152995, -151474
373833033, -28, 152995, -151474
373851063, -28, 152995, -151474
373852072, -28, 152995, -151474
373870041, -29, 152995, -151474
373872026, -29, 152995, -151474
373890078, -29, 152995, -151474
373891099, -29, 152995, -151474
373909032, -29, 152995, -151474
373911027, -29, 152995, -151474
373929059, -28, 152995, -151474
373930056, -28, 152995, -151474
373949031, -28, 152995, -151474
373950033, -28, 152995, -151474
373968063, -29, 152995, -151474
373969059, -29, 152995, -151474
373988029, -29, 152995, -151474
373989033, -29, 152995, -151474
374007058, -29, 152995, -151474
374008074, -29, 152995, -151474
374026031, -29, 152995, -151474
374028027, -29, 152995, -151474
374046031, -28, 152995, -151474
374047034, -28, 152995, -151474
374065031, -28, 152995, -151474
374067027, -28, 152995, -151474
374085031, -28, 152995, -151474
374086033, -28, 152995, -151474
374104041, -29, 152995, -151474
374105033, -29, 152995, -151474
374124031, -29, 152995, -151474
374125034, -29, 152995, -151474
374143042, -29, 152995, -151474
374144034, -29, 152995, -151474
374163031, -29, 152995, -151474
374164033, -29, 152995, -151474
374182042, -29, 152995, -151474
374183033, -29, 152995, -151474
374202031, -29, 152995, -151474
374203033, -29, 152995, -151474
374221080, -29, 152995, -151474
374222068, -29, 152995, -151474
374241031, -29, 152995, -151474
374242033, -29, 152995, -151474
374260081, -29, 152995, -151474
374261066, -29, 152995, -151474
374280031, -28, 152995, -151474
374281033, -27, 152995, -151474
374299076, -27, 152995, -151474
374300064, -27, 152995, -151474
374319031, -27, 152995, -151474
374320033, -27, 152995, -151474
374338072, -29, 152995, -151474
374339105, -30, 152995, -151474
374357031, -30, 152995, -151474
374359027, -30, 152995, -151474
374377031, -30, 152995, -151474
374378058, -30, 152995, -151474
374396030, -29, 152995, -151474
374398027, -29, 152995, -151474
374416030, -29, 152995, -151474
374417063, -29, 152995, -151474
374435031, -29, 152995, -151474
374437026, -29, 152995, -151474
374455031, -29, 152995, -151473
374456054, -29, 152995, -151473
374474031, -29, 152995, -151473
374476027, -29, 152995, -151473
374494031, -29, 152995, -151473
374495033, -29, 152995, -151473
374513040, -29, 152995, -151473
374514034, -29, 152995, -151473
374533031, -29, 152995, -151473
374534034, -29, 152995, -151473
374552032, -29, 152995, -151473
374554026, -29, 152995, -151473
374572031, -29, 152995, -151473
374573033, -29, 152995, -151473
374591030, -29, 152995, -151473
374593027, -29, 152995, -151473
374611031, -29, 152995, -151473
374612033, -29, 152995, -151473
374630032, -29, 152995, -151473
374632026, -29, 152995, -151473
374650031, -29, 152995, -151473
374651033, -29, 152995, -151473
374669040, -29, 152995, -151473
374670033, -29, 152995, -151473
374689031, -29, 152995, -151473
374690034, -29, 152995, -151473
374708042, -29, 152995, -151473
374709034, -29, 152995, -151473
374728031, -29, 152995, -151473
374729033, -29, 152995, -151473
374747042, -29, 152995, -151473
374748033, -29, 152995, -151473
374767031, -29, 152995, -151473
374768033, -29, 152995, -151473
374786061, -29, 152995, -151473
374787039, -29, 152995, -151473
374806031, -29, 152995, -151473
374807033, -29, 152995, -151473
374825065, -29, 152995, -151473
374826049, -29, 152995, -151473
374845031, -29, 152995, -151473
374846033, -29, 152995, -151473
374864045, -29, 152995, -151473
374865062, -29, 152995, -151473
374883040, -29, 152995, -151473
374885027, -29, 152995, -151473
374903058, -29, 152995, -151473
374904056, -29, 152995, -151473
374923040, -29, 152995, -151473
374924033, -29, 152995, -151473
374943063, -29, 152995, -151473
374943090, -29, 152995, -151473
374962031, -29, 152995, -151473
374963034, -29, 152995, -151473
374981045, -29, 152995, -151473
374982057, -29, 152995, -151473
375000031, -29, 152995, -151473
375002027, -29, 152995, -151473
375020047, -29, 152995, -151473
375021054, -29, 152995, -151473
375039031, -29, 152995, -151473
375041026, -29, 152995, -151473
375059031, -29, 152995, -151473
375060033, -29, 152995, -151473
375078031, -29, 152995, -151473
375080027, -29, 152995, -151473
375098031, -29, 152995, -151473
375099033, -29, 152995, -151473
375117042, -29, 152995, -151473
375118033, -29, 152995, -151473
375137040, -29, 152995, -151473
375137065, -29, 152995, -151473
375156043, -29, 152995, -151473
375157041, -29, 152995, -151473
375176031, -29, 152995, -151473
375177033, -29, 152995, -151473
375195042, -29, 152995, -151473
375196033, -29, 152995, -151473
375215031, -29, 152995, -151473
375216033, -29, 152995, -151473
375234045, -29, 152995, -151473
375235038, -29, 152995, -151473
375254031, -29, 152995, -151473
375255033, -29, 152995, -151473
375273042, -29, 152995, -151473
375274039, -29, 152995, -151473
375293031, -29, 152995, -151473
375294034, -29, 152995, -151473
375312043, -29, 152995, -151473
375313057, -29, 152995, -151473
375331040, -29, 152995, -151473
375333027, -29, 152995, -151473
375351055, -29, 152995, -151473
375352055, -29, 152995, -151473
375371040, -29, 152995, -151473
375372033, -29, 152995, -151473
375391048, -29, 152995, -151473
375391094, -29, 152995, -151473
375410032, -29, 152995, -151473
375411040, -29, 152995, -151473
375429031, -29, 152995, -151473
375431072, -29, 152995, -151473
375448032, -29, 152995, -151473
375451027, -29, 152995, -151473
375468031, -29, 152995, -151473
375470063, -29, 152995, -151473
375487031, -29, 152995, -151473
375490026, -29, 152995, -151473
375507031, -29, 152995, -151473
375509056, -29, 152995, -151473
375526031, -29, 152995, -151473
375529027, -29, 152995, -151473
375546032, -29, 152995, -151473
375548064, -29, 152995, -151473
375565031, -29, 152995, -151473
375568031, -29, 152995, -151473
375585030, -29, 152995, -151473
375588040, -29, 152995, -151473
375604032, -29, 152995, -151473
375608027, -29, 152995, -151473
375624031, -29, 152995, -151473
375627048, -29, 152995, -151473
375643042, -29, 152995, -151473
375647027, -29, 152995, -151473
375663031, -29, 152995, -151473
375666033, -29, 152995, -151473
375682043, -29, 152995, -151473
375685027, -29, 152995, -151473
375702040, -29, 152995, -151473
375704027, -29, 152995, -151473
375722041, -29, 152995, -151473
375723033, -29, 152995, -151473
375742031, -29, 152995, -151473
375743034, -29, 152995, -151473
375761031, -29, 152995, -151473
375763027, -29, 152995, -151473
375781031, -29, 152995, -151473
375782033, -29, 152995, -151473
375800042, -29, 152995, -151473
375801034, -29, 152995, -151473
375820031, -29, 152995, -151473
375821033, -29, 152995, -151473
375839058, -29, 152995, -151473
375840046, -29, 152995, -151473
375859054, -29, 152995, -151473
375859080, -29, 152995, -151473
375878043, -29, 152995, -151473
375879034, -29, 152995, -151473
375898040, -29, 152995, -151473
375898065, -29, 152995, -151473
375917043, -29, 152995, -151473
375918040, -29, 152995, -151473
375937032, -29, 152995, -151473
375938039, -29, 152995, -151473
375956076, -29, 152995, -151473
375957049, -29, 152995, -151473
375976031, -29, 152995, -151473
375977033, -29, 152995, -151473
375995068, -29, 152995, -151473
375996046, -29, 152995, -151473
376015031, -29, 152995, -151473
376016033, -29, 152995, -151473
376034069, -29, 152995, -151473
376035039, -29, 152995, -151473
376054031, -29, 152995, -151473
376055033, -29, 152995, -151473
376073077, -29, 152995, -151473
376074044, -29, 152995, -151473
376093031, -29, 152995, -151473
376094033, -29, 152995, -151473
376112047, -29, 152995, -151473
376113058, -29, 152995, -151473
376131032, -29, 152995, -151473
