# positive rotation
timestamp, encoder0, encoder1, encoder2
598607044, 90442, 27620, -116227
598611054, 90442, 27620, -116227
598626041, 90442, 27620, -116227
598631031, 90442, 27620, -116227
598646032, 90442, 27620, -116227
598650050, 90442, 27620, -116227
598665046, 90442, 27620, -116227
598670031, 90442, 27620, -116227
598685031, 90442, 27620, -116227
598690074, 90442, 27620, -116227
598704076, 90442, 27620, -116227
598709028, 90442, 27620, -116227
598724031, 90442, 27620, -116227
598728026, 90442, 27620, -116227
598744061, 90442, 27620, -116227
598747028, 90442, 27620, -116227
598764031, 90442, 27620, -116227
598766025, 90442, 27620, -116227
598784043, 90442, 27620, -116227
598785033, 90442, 27620, -116227
598804040, 90442, 27620, -116227
598804066, 90442, 27620, -116227
598823042, 90442, 27620, -116227
598824040, 90442, 27620, -116227
598843032, 90442, 27620, -116227
598844040, 90442, 27620, -116227
598862043, 90442, 27620, -116227
598863039, 90442, 27620, -116227
598882031, 90442, 27620, -116227
598883033, 90442, 27620, -116227
598901067, 90442, 27620, -116227
598902045, 90442, 27620, -116227
598921031, 90442, 27620, -116227
598922033, 90442, 27620, -116227
598940077, 90442, 27620, -116227
598941055, 90442, 27620, -116227
598960031, 90442, 27620, -116227
598961033, 90442, 27620, -116227
598979060, 90442, 27620, -116227
598980048, 90442, 27620, -116227
598999031, 90442, 27620, -116227
599000033, 90442, 27620, -116227
599018120, 90442, 27620, -116227
599019053, 90442, 27620, -116227
599038031, 90442, 27620, -116227
599039033, 90442, 27620, -116227
599057065, 90442, 27620, -116227
599058042, 90442, 27620, -116227
599077031, 90442, 27620, -116227
599078033, 90442, 27620, -116227
599096064, 90442, 27620, -116227
599097038, 90442, 27620, -116227
599116031, 90442, 27620, -116227
599117034, 90442, 27620, -116227
599135071, 90442, 27620, -116227
599136044, 90442, 27620, -116227
599155031, 90442, 27620, -116227
599156033, 90442, 27620, -116227
599174098, 90442, 27620, -116227
599175085, 90442, 27620, -116227
599194032, 90442, 27620, -116227
599195034, 90442, 27620, -116227
599213047, 90442, 27620, -116227
599214061, 90442, 27620, -116227
599232031, 90442, 27620, -116227
599234026, 90442, 27620, -116227
599252049, 90442, 27620, -116227
